month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease
2022-07,YISHUN,4 ROOM,342B,YISHUN RING RD,01 TO 03,92,Model A,2014,91 years 05 months
